#Bing while the button was pressed, I was trying to wave my left arm up and down in my head. Thinking nothing otherwise.
234 10.0 0.0 471.0 4512.307692307693 4036.410256410257 4381.025641025642 4524.102564102564 4494.358974358975 4732.307692307693 4344.615384615385 4381.025641025642 4717.435897435898 4026.1538461538466 3937.9487179487182 4200.000000000001 4588.717948717949 4379.48717948718 1603.0 1709.0 0.234 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4 4  4  4  4 
269 21.0 0.0 0.0 4508.717948717949 4026.666666666667 4390.256410256411 4523.076923076924 4485.641025641026 4732.307692307693 4352.820512820514 4388.205128205129 4733.846153846154 4038.461538461539 3958.461538461539 4202.564102564103 4599.48717948718 4395.384615384616 1602.0 1712.0 0.269 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
269 22.0 0.0 0.0 4517.948717948719 4027.692307692308 4396.923076923077 4523.589743589744 4480.000000000001 4729.2307692307695 4350.256410256411 4382.564102564103 4733.333333333334 4036.410256410257 3957.435897435898 4203.589743589744 4594.871794871796 4396.410256410257 1604.0 1711.0 0.269 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
269 23.0 0.0 0.0 4521.025641025642 4028.205128205129 4396.923076923077 4527.179487179488 4486.666666666667 4733.846153846154 4349.743589743591 4382.051282051282 4731.794871794872 4039.48717948718 3956.410256410257 4208.717948717949 4596.410256410257 4394.871794871796 1602.0 1712.0 0.269 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
269 24.0 0.0 0.0 4523.589743589744 4038.461538461539 4403.076923076924 4535.8974358974365 4496.410256410257 4736.410256410257 4354.871794871796 4390.769230769231 4737.948717948719 4054.8717948717954 3967.692307692308 4216.410256410257 4606.153846153847 4402.051282051282 1603.0 1712.0 0.269 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
269 25.0 0.0 0.0 4531.282051282052 4045.1282051282055 4414.358974358975 4537.948717948719 4493.333333333334 4736.410256410257 4355.384615384616 4398.974358974359 4747.6923076923085 4064.1025641025644 3976.410256410257 4220.000000000001 4615.384615384616 4414.358974358975 1603.0 1712.0 0.269 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
294 26.0 0.0 0.0 4530.256410256411 4036.410256410257 4411.282051282052 4535.384615384616 4492.820512820514 4723.589743589744 4345.128205128206 4392.307692307693 4742.564102564103 4050.7692307692314 3967.1794871794878 4215.8974358974365 4608.205128205129 4409.743589743591 1604.0 1713.0 0.294 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
294 27.0 0.0 0.0 4522.051282051282 4034.8717948717954 4399.48717948718 4536.923076923077 4492.820512820514 4720.000000000001 4344.615384615385 4387.6923076923085 4732.307692307693 4033.8461538461543 3956.410256410257 4212.820512820514 4593.333333333334 4396.923076923077 1604.0 1712.0 0.294 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
294 28.0 0.0 0.0 4524.615384615385 4045.1282051282055 4396.410256410257 4534.871794871796 4488.205128205129 4737.435897435898 4358.461538461539 4395.8974358974365 4734.871794871796 4033.333333333334 3957.435897435898 4210.256410256411 4592.820512820514 4394.358974358975 1603.0 1714.0 0.294 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
301 29.0 0.0 0.0 4525.128205128206 4039.48717948718 4394.871794871796 4524.102564102564 4490.769230769231 4745.641025641026 4366.666666666667 4398.974358974359 4738.461538461539 4042.564102564103 3958.461538461539 4205.641025641026 4600.512820512821 4396.410256410257 1604.0 1713.0 0.301 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
324 30.0 0.0 0.0 4512.820512820514 4027.692307692308 4393.846153846154 4521.538461538462 4491.794871794872 4735.8974358974365 4366.666666666667 4394.358974358975 4735.384615384616 4051.7948717948725 3956.9230769230776 4202.051282051282 4602.051282051282 4396.410256410257 1604.0 1714.0 0.324 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
324 31.0 0.0 0.0 4507.179487179488 4032.307692307693 4394.871794871796 4530.256410256411 4488.717948717949 4731.282051282052 4367.6923076923085 4389.2307692307695 4734.358974358975 4050.2564102564106 3955.8974358974365 4201.538461538462 4602.564102564103 4391.282051282052 1604.0 1715.0 0.324 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
324 32.0 0.0 0.0 4516.923076923077 4041.0256410256416 4391.794871794872 4532.307692307693 4488.205128205129 4741.025641025642 4368.717948717949 4390.769230769231 4740.000000000001 4040.0000000000005 3948.717948717949 4201.538461538462 4596.923076923077 4383.076923076924 1603.0 1716.0 0.324 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
331 33.0 0.0 0.0 4517.948717948719 4036.410256410257 4386.666666666667 4524.102564102564 4489.2307692307695 4747.179487179488 4365.641025641026 4395.384615384616 4746.153846153847 4038.9743589743593 3941.0256410256416 4201.025641025642 4586.153846153847 4378.974358974359 1605.0 1715.0 0.331 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
382 34.0 0.0 0.0 4510.769230769231 4029.23076923077 4387.6923076923085 4525.128205128206 4492.820512820514 4738.974358974359 4360.512820512821 4400.512820512821 4749.743589743591 4052.820512820513 3946.666666666667 4200.000000000001 4588.717948717949 4383.076923076924 1604.0 1714.0 0.382 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
382 35.0 0.0 0.0 4514.871794871796 4029.23076923077 4391.282051282052 4533.846153846154 4493.846153846154 4732.307692307693 4356.410256410257 4404.102564102564 4750.256410256411 4062.0512820512827 3956.410256410257 4201.538461538462 4601.025641025642 4387.6923076923085 1605.0 1714.0 0.382 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
385 36.0 0.0 0.0 4523.589743589744 4028.717948717949 4389.743589743591 4528.205128205129 4487.179487179488 4736.923076923077 4352.307692307693 4399.48717948718 4749.2307692307695 4054.8717948717954 3956.9230769230776 4201.538461538462 4601.538461538462 4388.205128205129 1604.0 1712.0 0.385 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
385 37.0 0.0 0.0 4521.025641025642 4029.23076923077 4389.743589743591 4523.076923076924 4490.769230769231 4737.948717948719 4351.794871794872 4393.846153846154 4743.076923076924 4045.6410256410263 3953.8461538461543 4198.461538461539 4596.923076923077 4388.717948717949 1605.0 1714.0 0.385 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
385 38.0 0.0 0.0 4523.076923076924 4034.8717948717954 4397.948717948719 4535.384615384616 4502.564102564103 4731.794871794872 4354.871794871796 4397.435897435898 4737.435897435898 4051.7948717948725 3956.410256410257 4204.102564102564 4603.076923076924 4397.435897435898 1605.0 1712.0 0.385 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
385 39.0 0.0 0.0 4536.923076923077 4031.2820512820517 4411.794871794872 4544.102564102564 4500.512820512821 4729.743589743591 4356.923076923077 4397.948717948719 4736.410256410257 4052.307692307693 3958.461538461539 4215.384615384616 4605.128205128206 4407.6923076923085 1604.0 1714.0 0.385 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
399 40.0 0.0 0.0 4538.974358974359 4027.1794871794878 4416.923076923077 4534.871794871796 4489.2307692307695 4732.820512820514 4356.923076923077 4386.153846153847 4735.384615384616 4039.48717948718 3955.3846153846157 4220.000000000001 4601.025641025642 4408.717948717949 1605.0 1713.0 0.399 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
399 41.0 0.0 0.0 4526.153846153847 4037.435897435898 4406.153846153847 4525.128205128206 4489.2307692307695 4726.153846153847 4353.846153846154 4379.48717948718 4732.820512820514 4035.8974358974365 3951.7948717948725 4215.384615384616 4601.025641025642 4405.128205128206 1604.0 1713.0 0.399 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
401 42.0 0.0 0.0 4520.000000000001 4043.076923076924 4395.8974358974365 4523.589743589744 4493.846153846154 4714.358974358975 4348.205128205129 4381.025641025642 4732.307692307693 4033.333333333334 3945.6410256410263 4207.6923076923085 4596.923076923077 4397.948717948719 1605.0 1713.0 0.401 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
408 43.0 0.0 0.0 4521.538461538462 4037.435897435898 4397.435897435898 4525.128205128206 4490.256410256411 4720.512820512821 4349.2307692307695 4380.512820512821 4732.307692307693 4023.076923076924 3939.48717948718 4201.538461538462 4584.102564102564 4388.205128205129 1604.0 1714.0 0.408 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
434 44.0 0.0 0.0 4515.384615384616 4035.8974358974365 4399.48717948718 4525.641025641026 4485.128205128206 4736.410256410257 4355.8974358974365 4385.641025641026 4733.846153846154 4025.1282051282055 3938.9743589743593 4200.000000000001 4582.564102564103 4383.589743589744 1604.0 1714.0 0.434 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
434 45.0 0.0 0.0 4508.717948717949 4035.8974358974365 4394.358974358975 4523.589743589744 4487.6923076923085 4736.410256410257 4358.461538461539 4393.846153846154 4734.871794871796 4032.307692307693 3940.5128205128212 4199.48717948718 4591.282051282052 4383.076923076924 1603.0 1714.0 0.434 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
435 46.0 0.0 0.0 4509.743589743591 4032.307692307693 4387.6923076923085 4524.615384615385 4492.820512820514 4734.358974358975 4360.512820512821 4397.435897435898 4734.871794871796 4028.717948717949 3940.5128205128212 4196.410256410257 4589.2307692307695 4380.000000000001 1605.0 1714.0 0.435 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
439 47.0 0.0 0.0 4508.205128205129 4035.8974358974365 4385.128205128206 4524.102564102564 4491.794871794872 4742.051282051282 4361.538461538462 4395.384615384616 4740.000000000001 4027.692307692308 3939.48717948718 4196.923076923077 4584.102564102564 4377.948717948719 1603.0 1713.0 0.439 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
457 48.0 0.0 0.0 4511.282051282052 4036.9230769230776 4389.2307692307695 4520.512820512821 4491.282051282052 4740.512820512821 4361.025641025642 4394.871794871796 4742.564102564103 4031.7948717948725 3942.0512820512827 4200.512820512821 4589.743589743591 4385.641025641026 1603.0 1715.0 0.457 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
457 49.0 0.0 0.0 4519.48717948718 4022.564102564103 4396.410256410257 4529.743589743591 4495.8974358974365 4727.179487179488 4354.358974358975 4387.179487179487 4727.6923076923085 4030.2564102564106 3940.0000000000005 4201.025641025642 4591.282051282052 4390.256410256411 1604.0 1713.0 0.457 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
463 50.0 0.0 0.0 4523.076923076924 4018.9743589743593 4398.461538461539 4538.461538461539 4496.410256410257 4715.384615384616 4343.076923076924 4371.794871794872 4712.820512820514 4027.692307692308 3930.2564102564106 4199.48717948718 4586.666666666667 4385.128205128206 1603.0 1714.0 0.463 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
471 51.0 0.0 0.0 4521.025641025642 4038.9743589743593 4396.410256410257 4530.256410256411 4493.846153846154 4716.410256410257 4341.538461538462 4371.282051282052 4721.538461538462 4029.23076923077 3928.717948717949 4199.48717948718 4586.153846153847 4380.000000000001 1605.0 1714.0 0.471 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
492 52.0 0.0 0.0 4521.025641025642 4049.23076923077 4392.820512820514 4521.538461538462 4494.358974358975 4724.615384615386 4345.128205128206 4382.051282051282 4733.846153846154 4028.205128205129 3936.9230769230776 4201.025641025642 4586.666666666667 4382.051282051282 1603.0 1714.0 0.492 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
493 53.0 0.0 0.0 4522.051282051282 4038.9743589743593 4390.256410256411 4525.641025641026 4492.820512820514 4721.538461538462 4343.076923076924 4382.051282051282 4730.256410256411 4026.666666666667 3940.0000000000005 4200.000000000001 4589.743589743591 4383.589743589744 1604.0 1715.0 0.493 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
494 54.0 0.0 0.0 4518.461538461539 4032.820512820513 4389.743589743591 4527.179487179488 4488.205128205129 4718.461538461539 4344.102564102564 4378.974358974359 4728.717948717949 4032.820512820513 3943.076923076924 4201.538461538462 4593.333333333334 4384.615384615385 1605.0 1715.0 0.494 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
502 55.0 0.0 0.0 4509.2307692307695 4031.7948717948725 4386.153846153847 4522.051282051282 4487.6923076923085 4727.6923076923085 4353.333333333334 4388.205128205129 4734.358974358975 4037.435897435898 3942.0512820512827 4201.025641025642 4589.743589743591 4382.051282051282 1605.0 1716.0 0.502 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
519 56.0 0.0 0.0 4503.076923076924 4028.205128205129 4380.512820512821 4518.974358974359 4489.743589743591 4740.512820512821 4360.000000000001 4398.461538461539 4737.435897435898 4031.2820512820517 3931.7948717948725 4192.307692307693 4581.025641025642 4371.794871794872 1605.0 1716.0 0.519 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
519 57.0 0.0 0.0 4505.641025641026 4028.717948717949 4378.974358974359 4521.025641025642 4492.307692307693 4740.512820512821 4360.512820512821 4398.974358974359 4739.48717948718 4027.692307692308 3925.1282051282055 4183.076923076924 4574.871794871796 4364.615384615385 1605.0 1716.0 0.519 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
525 58.0 0.0 0.0 4505.128205128206 4029.23076923077 4378.974358974359 4524.102564102564 4491.282051282052 4732.820512820514 4357.435897435898 4394.871794871796 4737.948717948719 4026.666666666667 3924.1025641025644 4178.461538461539 4574.358974358975 4363.076923076924 1605.0 1716.0 0.525 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
534 59.0 0.0 0.0 4505.128205128206 4029.7435897435903 4381.025641025642 4521.538461538462 4490.256410256411 4737.948717948719 4359.48717948718 4394.871794871796 4730.769230769231 4028.205128205129 3927.1794871794878 4185.641025641026 4581.538461538462 4366.153846153847 1605.0 1714.0 0.534 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
550 60.0 0.0 0.0 4516.410256410257 4035.3846153846157 4389.743589743591 4523.076923076924 4500.512820512821 4747.179487179488 4366.666666666667 4396.410256410257 4731.794871794872 4037.9487179487182 3938.461538461539 4199.48717948718 4594.871794871796 4382.564102564103 1605.0 1714.0 0.55 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
551 61.0 0.0 0.0 4526.666666666667 4038.461538461539 4398.461538461539 4535.384615384616 4507.179487179488 4739.48717948718 4361.538461538462 4387.6923076923085 4734.871794871796 4040.0000000000005 3946.1538461538466 4207.179487179487 4597.948717948719 4396.923076923077 1606.0 1713.0 0.551 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
557 62.0 0.0 0.0 4523.076923076924 4036.410256410257 4401.538461538462 4538.461538461539 4496.410256410257 4726.666666666667 4349.743589743591 4377.948717948719 4728.717948717949 4025.1282051282055 3941.538461538462 4205.128205128206 4590.769230769231 4393.333333333334 1605.0 1713.0 0.557 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
564 63.0 0.0 0.0 4521.538461538462 4036.9230769230776 4398.461538461539 4528.205128205129 4491.282051282052 4724.615384615386 4347.6923076923085 4378.974358974359 4726.153846153847 4016.410256410257 3937.9487179487182 4204.102564102564 4585.641025641026 4388.717948717949 1606.0 1714.0 0.564 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
579 64.0 0.0 452.0 4520.512820512821 4036.410256410257 4395.8974358974365 4522.051282051282 4496.410256410257 4722.051282051282 4346.666666666667 4386.153846153847 4729.743589743591 4020.5128205128212 3940.0000000000005 4204.615384615385 4588.205128205129 4391.794871794872 1605.0 1714.0 0.579 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
580 65.0 0.0 483.0 4510.256410256411 4033.8461538461543 4394.358974358975 4524.615384615385 4490.256410256411 4717.948717948719 4344.615384615385 4392.820512820514 4738.461538461539 4034.358974358975 3943.589743589744 4204.102564102564 4596.923076923077 4391.282051282052 1606.0 1714.0 0.58 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
588 66.0 0.0 482.0 4510.256410256411 4034.358974358975 4389.2307692307695 4526.666666666667 4483.589743589744 4716.923076923077 4353.333333333334 4403.076923076924 4750.256410256411 4051.7948717948725 3943.589743589744 4202.564102564103 4601.025641025642 4388.717948717949 1605.0 1714.0 0.588 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
597 67.0 0.0 500.0 4518.974358974359 4036.410256410257 4386.666666666667 4524.615384615385 4491.794871794872 4718.974358974359 4363.589743589744 4409.2307692307695 4752.820512820514 4049.7435897435903 3940.0000000000005 4199.48717948718 4599.48717948718 4387.179487179487 1606.0 1716.0 0.597 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
609 68.0 0.0 498.0 4515.384615384616 4032.307692307693 4389.743589743591 4524.615384615385 4494.358974358975 4734.871794871796 4367.179487179487 4407.179487179487 4744.615384615386 4036.9230769230776 3943.589743589744 4203.076923076924 4593.333333333334 4386.153846153847 1606.0 1713.0 0.609 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
611 69.0 0.0 494.0 4504.615384615385 4023.076923076924 4388.205128205129 4524.615384615385 4487.179487179488 4750.256410256411 4369.743589743591 4401.538461538462 4737.435897435898 4036.9230769230776 3942.0512820512827 4200.512820512821 4586.153846153847 4381.025641025642 1605.0 1715.0 0.611 0.0312768779695034 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
619 70.0 0.0 521.0 4503.076923076924 4018.9743589743593 4378.461538461539 4520.512820512821 4488.205128205129 4748.717948717949 4366.666666666667 4390.256410256411 4734.871794871796 4034.358974358975 3928.205128205129 4188.717948717949 4581.538461538462 4372.307692307693 1607.0 1713.0 0.619 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
627 71.0 0.0 473.0 4505.641025641026 4021.538461538462 4377.435897435898 4518.461538461539 4494.358974358975 4740.000000000001 4358.461538461539 4382.051282051282 4731.794871794872 4022.0512820512827 3929.2307692307695 4189.74358974359 4583.076923076924 4371.794871794872 1605.0 1712.0 0.627 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
641 72.0 0.0 459.0 4506.666666666667 4022.564102564103 4385.128205128206 4522.051282051282 4491.794871794872 4736.410256410257 4355.8974358974365 4376.923076923077 4724.615384615386 4020.0000000000005 3937.435897435898 4198.461538461539 4585.128205128206 4382.051282051282 1606.0 1711.0 0.641 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
646 73.0 0.0 484.0 4508.205128205129 4020.0000000000005 4389.743589743591 4522.564102564103 4491.794871794872 4738.461538461539 4352.307692307693 4368.717948717949 4714.358974358975 4022.0512820512827 3932.820512820513 4198.974358974359 4583.076923076924 4382.564102564103 1605.0 1711.0 0.646 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
650 74.0 0.0 471.0 4509.2307692307695 4021.538461538462 4388.205128205129 4520.512820512821 4507.6923076923085 4733.333333333334 4345.641025641026 4369.2307692307695 4718.974358974359 4023.589743589744 3931.7948717948725 4197.435897435898 4582.564102564103 4373.333333333334 1605.0 1712.0 0.65 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
660 75.0 0.0 469.0 4508.205128205129 4026.1538461538466 4387.179487179487 4523.076923076924 4509.2307692307695 4724.615384615386 4349.2307692307695 4387.179487179487 4731.794871794872 4034.8717948717954 3941.0256410256416 4198.974358974359 4586.153846153847 4372.820512820514 1604.0 1713.0 0.66 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
672 76.0 0.0 467.0 4508.717948717949 4029.23076923077 4389.743589743591 4526.666666666667 4488.717948717949 4727.6923076923085 4356.923076923077 4401.025641025642 4735.8974358974365 4042.564102564103 3941.538461538462 4198.461538461539 4587.179487179488 4380.512820512821 1604.0 1714.0 0.672 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
674 77.0 0.0 411.0 4517.435897435898 4028.205128205129 4395.384615384616 4528.717948717949 4490.256410256411 4736.410256410257 4360.512820512821 4402.564102564103 4743.589743589744 4038.9743589743593 3940.5128205128212 4200.000000000001 4588.205128205129 4384.102564102564 1604.0 1714.0 0.674 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
682 78.0 0.0 471.0 4524.615384615385 4024.1025641025644 4397.435897435898 4534.871794871796 4506.153846153847 4733.846153846154 4364.102564102564 4404.615384615385 4750.769230769231 4035.3846153846157 3944.615384615385 4202.051282051282 4588.205128205129 4382.564102564103 1603.0 1714.0 0.682 0.5160685181617737 0.0 0.0 0.0 0.0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4 
